NUMBER,SCIENTIFIC NAME,CODE,DBH (CM),HEIGHT (M),GROUND AREA (M2),TREE CONDITION,LEAF AREA (M2),LEAF BIOMASS (KG),LEAF AREA INDEX,CARBON STORAGE (KG),GROSS CARBON SEQ. (KG/YR),TREE VALUE ($),STREET TREE,NATIVE TO STATE,FUTURE DBH(CM),FUTURE HEIGHT (M),BIOMASS ADJUSTMENT,LEAF TYPE,FUTURE BIOMASS (KG)
63,LA6 LAIN,LAIN,25,14,27.339774,GOOD,144.88352921,10.848603077,5.2993682103,122.58109702,19.517265012,98165.0373,NO,NO,26.60147,14.161428176,0.8,DECIDUOUS,284.19672407
64,LA6 LAIN,LAIN,20,13,20.428254,GOOD,142.22702539,10.649689124,6.9622702651,71.883694906,14.4025868,71961.690506,NO,NO,21.60147,13.161428176,0.8,DECIDUOUS,172.57256341
276,LA6 LAIN,LAIN,16.552945357,4,4.90875,GOOD,12.318071009,0.9223537263,2.5094109517,41.807116607,10.463292855,57287.816302,NO,NO,18.154415357,4.161428176,0.8,DECIDUOUS,104.54081892
373,LA6 LAIN,LAIN,4,3,1.327326,GOOD,4.8056926843,0.359841127,3.6205820456,1.7543132792,1.0823791468,2820.8242069,NO,NO,4.8997022472,3.0906899865,1,DECIDUOUS,5.6733848521
410,LA6 LAIN,LAIN,7.6157731059,3.5,1.539384,GOOD,4.3425636935,0.3251629091,2.8209749442,8.1346547921,2.4896378284,10225.48775,NO,NO,8.5154753531,3.5906899865,1,DECIDUOUS,21.248585241
468,LA6 LAIN,LAIN,6,3,0.7854,GOOD,3.1667328,0.2371189284,4.032,3.6558268746,2.7780589685,6346.8544654,NO,NO,7.60147,3.161428176,0.8,DECIDUOUS,12.867771686
547,LA6 LAIN,LAIN,10,6.5,1.76715,GOOD,4.0406468418,0.3025559496,2.2865330288,16.323927675,3.7026124903,17630.151293,NO,NO,10.899702247,6.5906899865,1,DECIDUOUS,40.05308033
588,LA6 LAIN,LAIN,6.4807406984,4,2.269806,GOOD,11.324339371,0.8479449915,4.9891221413,4.4885168767,3.1020572786,7404.663543,NO,NO,8.0822106984,4.161428176,0.8,DECIDUOUS,15.181148311
628,LA6 LAIN,LAIN,19.416487839,5,5.309304,GOOD,16.857785256,1.2622788939,3.1751403303,61.986501648,13.089031739,69283.126167,YES,NO,21.017957839,5.161428176,0.8,DECIDUOUS,150.15106677
657,LA6 LAIN,LAIN,15,5,18.095616,GOOD,57.177369018,4.2813326319,3.1597359834,33.448268837,9.2486896828,64476.637083,YES,NO,16.60147,5.161428176,0.8,DECIDUOUS,85.39391704
943,LA6 LAIN,LAIN,11,6,22.061886,GOOD,61.650163209,4.6162469529,2.794419444,20.288420419,4.1794699667,21332.483064,NO,NO,11.899702247,6.0906899865,1,DECIDUOUS,48.935780771
947,LA6 LAIN,LAIN,15,6.6,19.635,GOOD,56.026822748,4.1951819157,2.853415979,42.644515933,6.3796798601,51581.309666,NO,NO,15.899702247,6.6906899865,1,DECIDUOUS,98.048391587
1146,LA6 LAIN,LAIN,19.313207916,5,15.205344,GOOD,35.558639461,2.6625632848,2.3385619859,76.49974218,8.8979791373,11469.548148,NO,NO,20.212910163,5.0906899865,1,DECIDUOUS,170.79544264
664,LA8 LACA2,LACA2,3,3,1.327326,GOOD,2.2320159772,0.1671291107,1.6815883793,0.9773603743,0.7635110597,1586.7136164,NO,NO,3.8997022472,3.0906899865,1,EVERGREEN,3.4817428679
750,LI10 LITU,LITU,16,7.6,13.854456,GOOD,87.810927005,5.1762500202,6.338099959,33.917550762,8.7076331762,48044.929006,YES,NO,17.60147,7.761428176,0.8,DECIDUOUS,85.250367876
748,LI10 LITU,LITU,17,9,15.90435,GOOD,129.81473578,7.652276905,8.1622157324,39.218830612,9.4390863577,51900.928836,YES,NO,18.60147,9.161428176,0.8,DECIDUOUS,97.315833938
749,LI10 LITU,LITU,21,7,7.0686,GOOD,38.286340508,2.2568907719,5.4163965294,65.06204724,12.524218108,69661.897748,YES,NO,22.60147,7.161428176,0.8,DECIDUOUS,155.1725307
751,LI10 LITU,LITU,24,11.7,19.635,GOOD,247.09021456,14.565393758,12.584171864,89.587132489,14.992548057,85436.442506,YES,NO,25.60147,11.861428176,0.8,DECIDUOUS,209.15936109
752,LI10 LITU,LITU,35,16.7,19.635,GOOD,194.26869,11.451687675,9.894,221.18696374,25.022446773,161271.10582,YES,NO,36.60147,16.861428176,0.8,DECIDUOUS,492.41882102
843,LI10 LITU,LITU,17,9,3.1416,GOOD,8.1321874678,0.479373547,2.5885496141,39.218830612,9.4390863577,51900.928836,YES,NO,18.60147,9.161428176,0.8,DECIDUOUS,97.315833938
842,LI10 LITU,LITU,22,10.2,9.62115,GOOD,68.278068751,4.0248334326,7.0966639904,72.731795629,13.332958921,74686.382374,YES,NO,23.60147,10.361428176,0.8,DECIDUOUS,172.1295091
844,LI10 LITU,LITU,22,10.1,7.0686,GOOD,56.436622366,3.326807695,7.9841301483,72.731795629,13.332958921,74686.382374,YES,NO,23.60147,10.261428176,0.8,DECIDUOUS,172.1295091
841,LI10 LITU,LITU,30,12,12.5664,GOOD,72.391602174,4.2673166654,5.7607271911,152.89404403,20.284746977,123295.34992,YES,NO,31.60147,12.161428176,0.8,DECIDUOUS,346.35758201
1165,LI10 LITU,LITU,9.5,7.3,8.553006,GOOD,58.216441094,3.4317238716,6.80654744,9.7296894763,4.4011820874,15964.380466,YES,NO,11.10147,7.461428176,0.8,DECIDUOUS,28.261743127
1166,LI10 LITU,LITU,22,9.3,7.0686,GOOD,53.832340828,3.1732913523,7.6157005388,72.731795629,13.332958921,74686.382374,YES,NO,23.60147,9.461428176,0.8,DECIDUOUS,172.1295091
1167,LI10 LITU,LITU,8,6.9,3.801336,GOOD,22.865660107,1.3478775094,6.0151641704,6.4463882874,3.5341041744,11321.001106,YES,NO,9.60147,7.061428176,0.8,DECIDUOUS,19.960984924
15,LISP LIJA,LIJA,20.615528128,5.1,19.635,GOOD,31.100348921,2.8273044473,1.5839240601,90.952607402,9.7450280755,62394.311236,NO,NO,21.515230375,5.1906899865,1,EVERGREEN,201.39527095
29,LISP LIJA,LIJA,6,2.3,1.327326,GOOD,3.679347672,0.334486152,2.772,3.760402312,2.7461253424,5289.0453879,NO,NO,7.60147,2.461428176,0.8,EVERGREEN,13.013055309
35,LISP LIJA,LIJA,10.770329614,2.3,1.539384,GOOD,4.6852328164,0.425930256,3.0435764023,14.762363826,5.7995280034,17042.479583,NO,NO,12.371799614,2.461428176,0.8,EVERGREEN,41.123783659
30,LISP LIJA,LIJA,4,2.5,0.282744,GOOD,0.4446797262,0.0404254297,1.5727291337,1.7473099004,0.8179397237,2350.6868391,NO,NO,4.7086150442,2.5714283965,1,EVERGREEN,5.1304992483
162,LISP LIJA,LIJA,17.435595774,4.5,4.90875,GOOD,18.615585569,1.6923259608,3.7923270831,48.480903897,11.270320269,20260.531958,NO,NO,19.037065774,4.661428176,0.8,EVERGREEN,119.50244833
159,LISP LIJA,LIJA,9.8994949366,3.7,1.327326,GOOD,3.3693374183,0.3063034017,2.5384400052,15.385791004,2.7491830841,5759.1827557,NO,NO,10.608109981,3.7714283965,1,EVERGREEN,36.269948175
229,LISP LIJA,LIJA,3.5,3,1.130976,GOOD,1.6226909306,0.1475173573,1.4347704377,1.355883242,0.6993072818,2159.6935334,NO,NO,4.2086150442,3.0714283965,1,EVERGREEN,4.1103810475
804,LISP LIJA,LIJA,5,2.5,0.950334,GOOD,5.4921976763,0.4992906978,5.7792288567,2.5921070452,2.2076574885,4407.5378232,NO,NO,6.60147,2.661428176,0.8,EVERGREEN,9.5995290674
129,LISP LILU,LILU,13,5,8.553006,GOOD,18.931528061,1.7210480056,2.213435611,30.589567068,5.1782883604,56324.484747,NO,NO,13.899702247,5.0906899865,1,EVERGREEN,71.535710856
180,LISP LILU,LILU,2.2360679775,2.5,1.76715,GOOD,2.535454579,0.2304958708,1.4347704377,0.5564523944,0.4009961486,1101.8844558,NO,NO,2.9446830217,2.5714283965,1,EVERGREEN,1.914897086
196,LISP LILU,LILU,12,6,8.042496,GOOD,7.9578721821,0.7234429256,0.9894779161,25.289087438,4.6953487939,25387.417862,NO,NO,12.899702247,6.0906899865,1,EVERGREEN,59.968872464
198,LISP LILU,LILU,16.163229875,7,2.544696,GOOD,3.674308833,0.3340280757,1.4439087549,51.325005378,7.0842364747,55802.959983,NO,NO,17.062932122,7.0906899865,1,EVERGREEN,116.81848371
192,LISP LILU,LILU,9.8488578018,6.5,3.463614,GOOD,4.9694909749,0.4517719068,1.4347704377,15.974725809,2.8210810073,17101.246754,NO,NO,10.557472846,6.5714283965,1,EVERGREEN,37.591613633
195,LISP LILU,LILU,5,3,0.19635,GOOD,0.0379234659,0.0034475878,0.1931421743,2.9701577646,1.1001365077,4407.5378232,NO,NO,5.7086150442,3.0714283965,1,EVERGREEN,8.1405885446
199,LISP LILU,LILU,11.62970335,8,2.835294,GOOD,8.285337633,0.7532125121,2.9222146391,24.170053983,4.5933131015,23844.779624,NO,NO,12.529405597,8.0906899865,1,EVERGREEN,57.526734168
541,LISP LILU,LILU,2,3,0.950334,GOOD,1.8879384865,0.1716307715,1.9866052215,0.4341380735,0.3578146706,705.20605172,NO,NO,2.7086150442,3.0714283965,1,EVERGREEN,1.5839054882
568,LISP LILU,LILU,6,2.5,0.636174,GOOD,1.7471525937,0.158832054,2.7463439148,4.5934971951,1.7940631722,6346.8544654,NO,NO,6.8997022472,2.5906899865,1,EVERGREEN,12.775120734
569,LISP LILU,LILU,6,2.5,0.636174,GOOD,1.1835549828,0.1075959075,1.8604265229,4.5678791218,1.7940631722,6346.8544654,NO,NO,6.8997022472,2.5906899865,1,EVERGREEN,12.723884588
570,LISP LILU,LILU,6,2.5,0.636174,GOOD,0.9017561774,0.0819778343,1.417467827,4.5550700852,1.7940631722,6346.8544654,NO,NO,6.8997022472,2.5906899865,1,EVERGREEN,12.698266515
594,LISP LILU,LILU,18.027756377,4.5,1.76715,GOOD,9.6685264206,0.8789569473,5.4712539516,52.041724127,11.79077283,63227.241575,NO,NO,19.629226377,4.661428176,0.8,EVERGREEN,127.66499391
618,LISP LILU,LILU,15.779733838,7,9.62115,GOOD,25.754850742,2.3413500675,2.6768994083,49.493937123,6.8569424583,54376.333324,YES,NO,16.679436085,7.0906899865,1,EVERGREEN,112.70175916
685,LISP LILU,LILU,10.099504938,4,4.154766,GOOD,16.538407115,1.5034915559,3.9805869006,13.597290176,5.4395448343,17982.754319,NO,NO,11.700974938,4.161428176,0.8,EVERGREEN,38.07367002
775,LISP LILU,LILU,10,4,4.154766,GOOD,8.2538798296,0.7503527118,1.9866052215,16.05827423,2.7971088248,22037.689116,NO,NO,10.708615044,4.0714283965,1,EVERGREEN,37.71076611
796,LISP LILU,LILU,12.206555616,5,4.90875,GOOD,13.924508882,1.2658644438,2.8366710226,26.225561027,4.7558484435,32836.156783,NO,NO,13.106257863,5.0906899865,1,EVERGREEN,61.96281894
795,LISP LILU,LILU,9.2736184955,4,3.1416,GOOD,8.304299791,0.7549363446,2.64333454,13.486410602,3.2532967575,18952.41264,NO,NO,10.173320743,4.0906899865,1,EVERGREEN,33.479414718
834,LISP LILU,LILU,13,4.5,6.157536,GOOD,10.366631079,0.9424210072,1.6835680829,24.089310062,7.6120236893,45059.587798,NO,NO,14.60147,4.661428176,0.8,EVERGREEN,63.402667503
885,LISP LILU,LILU,12.206555616,4.5,1.76715,GOOD,6.6394729123,0.6035884466,3.7571643111,20.628269347,7.0052617518,21890.771189,NO,NO,13.808025616,4.661428176,0.8,EVERGREEN,55.267062197
891,LISP LILU,LILU,20,6,1.76715,GOOD,12.368524373,1.1244113067,6.999136674,67.805718928,13.726891562,59968.075422,NO,NO,21.60147,6.161428176,0.8,EVERGREEN,163.06522098
917,LISP LILU,LILU,3,2.5,0.282744,GOOD,0.5675878048,0.0515988913,2.0074265229,0.903205534,0.7539767634,1586.7136164,NO,NO,3.8997022472,2.5906899865,1,EVERGREEN,3.3143645947
924,LISP LILU,LILU,8,4.5,7.0686,GOOD,13.06734283,1.1879402573,1.8486465255,9.9148223712,2.0874043005,1880.5494712,NO,NO,8.7086150442,4.5714283965,1,EVERGREEN,24.004453344
964,LISP LILU,LILU,23,5.3,28.2744,GOOD,76.202697297,6.9275179361,2.695112798,96.775108305,16.522364504,72487.452223,NO,NO,24.60147,5.461428176,0.8,EVERGREEN,226.59494562
978,LISP LILU,LILU,4,2.1,0.19635,GOOD,0.6785856,0.0616896,3.456,1.3947331728,1.6840571745,2820.8242069,NO,NO,5.60147,2.261428176,0.8,EVERGREEN,6.1575806946
971,LISP LILU,LILU,10,3,2.544696,GOOD,8.9713477099,0.8155770645,3.5255086305,12.739858025,5.3068691265,17630.151293,NO,NO,11.60147,3.161428176,0.8,EVERGREEN,36.093454304
994,LISP LILU,LILU,18.493242009,9,9.62115,GOOD,19.932767121,1.8120697382,2.0717655499,72.831982389,8.6399696495,65207.049999,NO,NO,19.392944256,9.0906899865,1,EVERGREEN,162.94390408
995,LISP LILU,LILU,16,9,9.62115,GOOD,19.932767121,1.8120697382,2.0717655499,51.975799577,7.1016497746,55191.548558,NO,NO,16.899702247,9.0906899865,1,EVERGREEN,118.1548987
997,LISP LILU,LILU,17.804493815,9,9.62115,GOOD,19.932767121,1.8120697382,2.0717655499,66.651272567,8.2059841955,62295.567022,NO,NO,18.704196062,9.0906899865,1,EVERGREEN,149.71451353
998,LISP LILU,LILU,21.470910554,9,9.62115,GOOD,19.932767121,1.8120697382,2.0717655499,103.3913809,10.591693324,79065.70897,NO,NO,22.370612801,9.0906899865,1,EVERGREEN,227.96614845
1000,LISP LILU,LILU,25.806975801,9,9.62115,GOOD,19.932767121,1.8120697382,2.0717655499,159.66021753,13.639344089,102939.86938,NO,NO,26.706678048,9.0906899865,1,EVERGREEN,346.59912324
1001,LISP LILU,LILU,29.69848481,9,9.62115,GOOD,19.932767121,1.8120697382,2.0717655499,222.85833999,16.566156124,128095.08231,NO,NO,30.598187057,9.0906899865,1,EVERGREEN,478.84899224
1002,LISP LILU,LILU,12,9,9.62115,GOOD,19.932767121,1.8120697382,2.0717655499,26.855723768,4.8343703335,25387.417862,NO,NO,12.899702247,9.0906899865,1,EVERGREEN,63.380188204
1003,LISP LILU,LILU,22.627416998,9,9.62115,GOOD,19.932767121,1.8120697382,2.0717655499,116.99873725,11.381472409,85005.134244,NO,NO,23.527119245,9.0906899865,1,EVERGREEN,256.76041932
1005,LISP LILU,LILU,21.213203436,9,9.62115,GOOD,19.932767121,1.8120697382,2.0717655499,100.49413501,10.418071719,77784.65646,NO,NO,22.112905683,9.0906899865,1,EVERGREEN,221.82441345
1006,LISP LILU,LILU,18,9,9.62115,GOOD,19.932767121,1.8120697382,2.0717655499,68.372666746,8.3284867602,63110.782256,NO,NO,18.899702247,9.0906899865,1,EVERGREEN,153.40230701
1008,LISP LILU,LILU,28.722813233,9.5,9.62115,GOOD,21.097840257,1.9179854779,2.1928605476,206.68580836,15.860309719,121456.90112,NO,NO,29.62251548,9.5906899865,1,EVERGREEN,445.09223615
1009,LISP LILU,LILU,23.043437244,9.5,9.62115,GOOD,21.097840257,1.9179854779,2.1928605476,122.72538774,11.707073961,87217.861306,NO,NO,23.943139491,9.5906899865,1,EVERGREEN,268.86492341
1010,LISP LILU,LILU,13.601470509,9.5,9.62115,GOOD,21.097840257,1.9179854779,2.1928605476,35.995004099,5.7357339671,46922.936903,NO,NO,14.501172756,9.5906899865,1,EVERGREEN,83.461476131
1011,LISP LILU,LILU,25,9.5,9.62115,GOOD,21.097840257,1.9179854779,2.1928605476,148.75871912,13.094297067,98165.0373,NO,NO,25.899702247,9.5906899865,1,EVERGREEN,323.70603238
1012,LISP LILU,LILU,11.180339887,9.5,9.62115,GOOD,21.097840257,1.9179854779,2.1928605476,23.090805467,4.4245260203,22037.689116,NO,NO,12.080042135,9.5906899865,1,EVERGREEN,55.030662974
1013,LISP LILU,LILU,26.907248094,9.5,9.62115,GOOD,21.097840257,1.9179854779,2.1928605476,177.03196105,14.491164691,109694.50989,NO,NO,27.806950341,9.5906899865,1,EVERGREEN,383.04625148
1014,LISP LILU,LILU,28.284271247,9.5,9.62115,GOOD,21.097840257,1.9179854779,2.1928605476,199.27406696,15.526147474,118545.41814,NO,NO,29.183973495,9.5906899865,1,EVERGREEN,429.60042888
1015,LISP LILU,LILU,27.87471973,9.5,9.62115,GOOD,21.097840257,1.9179854779,2.1928605476,192.49619975,15.216048898,115866.8538,NO,NO,28.774421977,9.5906899865,1,EVERGREEN,415.42449729
1016,LISP LILU,LILU,26.038433133,9.5,9.62115,GOOD,21.097840257,1.9179854779,2.1928605476,163.79204159,13.849492451,104337.38121,NO,NO,26.93813538,9.5906899865,1,EVERGREEN,355.28306807
1017,LISP LILU,LILU,12,9.5,9.62115,GOOD,21.097840257,1.9179854779,2.1928605476,27.075083811,4.857067121,25387.417862,NO,NO,12.899702247,9.5906899865,1,EVERGREEN,63.864301863
