NUMBER,SCIENTIFIC NAME,CODE,DBH (CM),HEIGHT (M),GROUND AREA (M2),TREE CONDITION,LEAF AREA (M2),LEAF BIOMASS (KG),LEAF AREA INDEX,CARBON STORAGE (KG),GROSS CARBON SEQ. (KG/YR),TREE VALUE ($),STREET TREE,NATIVE TO STATE,FUTURE DBH(CM),FUTURE HEIGHT (M),BIOMASS ADJUSTMENT,LEAF TYPE,FUTURE BIOMASS (KG)
126,MACLASS SPECIES,MACLASS,3,4.5,0.7854,GOOD,2.9970864,0.2244161287,3.816,0.7529755707,1.2881887713,1983.3920204,NO,NO,4.60147,4.661428176,0.8,DECIDUOUS,4.082328684
149,MACLASS SPECIES,MACLASS,48.72371086,14.7,136.848096,GOOD,282.82196043,21.177170426,2.0666853884,750.18657387,33.870803486,301852.38638,NO,NO,49.623413108,14.790689987,1,DECIDUOUS,1568.1147547
160,MACLASS SPECIES,MACLASS,20,4.5,6.157536,GOOD,7.1356793485,0.5343060965,1.1588530459,82.73368834,7.2777407816,23987.230169,NO,NO,20.708615044,4.5714283965,1,DECIDUOUS,180.02285824
163,MACLASS SPECIES,MACLASS,21.213203436,4.5,2.544696,GOOD,12.847440596,0.961991914,5.0487133222,76.235866308,14.710180772,25928.21882,NO,NO,22.814673436,4.661428176,0.8,DECIDUOUS,181.89209416
172,MACLASS SPECIES,MACLASS,20,7,2.544696,GOOD,2.8264350787,0.2116380824,1.1107162029,84.914711591,9.4769345756,71961.690506,NO,NO,20.899702247,7.0906899865,1,DECIDUOUS,188.78329233
182,MACLASS SPECIES,MACLASS,70,7.5,56.74515,GOOD,205.70009365,15.402431739,3.6249810538,1384.6102807,79.019072624,745035.78298,NO,NO,71.60147,7.661428176,0.8,DECIDUOUS,2927.2587066
183,MACLASS SPECIES,MACLASS,52,7,38.4846,GOOD,144.950343,10.853605966,3.7664505543,673.1266917,51.808155,425354.9521,NO,NO,53.60147,7.161428176,0.8,DECIDUOUS,1449.8696934
233,MACLASS SPECIES,MACLASS,15,10,47.783736,GOOD,48.7821461,3.6527143088,1.0208943499,44.35054939,5.125573837,51581.309666,NO,NO,15.708615044,10.071428396,1,DECIDUOUS,98.952246454
306,MACLASS SPECIES,MACLASS,11,2.4,2.269806,GOOD,4.6302968999,0.3467078243,2.0399527096,15.331618328,5.9699950994,14221.655376,NO,NO,12.60147,2.561428176,0.8,DECIDUOUS,42.603226855
391,MACLASS SPECIES,MACLASS,2.6457513111,2.2,1.327326,GOOD,5.1499212807,0.3856163096,3.8799219489,0.516438208,1.0687107191,1234.1105905,NO,NO,4.2472213111,2.361428176,0.8,DECIDUOUS,3.1702978543
436,MACLASS SPECIES,MACLASS,8,3,2.544696,GOOD,7.2107531312,0.5399274785,2.8336402978,7.2418005231,3.9812233889,11283.296827,NO,NO,9.60147,3.161428176,0.8,DECIDUOUS,22.446047824
530,MACLASS SPECIES,MACLASS,3.6055512755,2.5,2.544696,GOOD,4.506656616,0.337449875,1.771,1.0815997631,1.50869307,2291.9196681,NO,NO,5.2070212755,2.661428176,0.8,DECIDUOUS,5.1805856663
535,MACLASS SPECIES,MACLASS,12.041594579,4,1.539384,GOOD,4.1301616739,0.3092586499,2.6829963634,24.415528967,4.6207289974,25563.719375,NO,NO,12.941296826,4.0906899865,1,DECIDUOUS,58.072515928
576,MACLASS SPECIES,MACLASS,14.798648587,2.5,3.1416,GOOD,7.9984660093,0.5989099205,2.5459848515,39.146671063,6.03100678,50882.553752,NO,NO,15.698350834,2.5906899865,1,DECIDUOUS,90.355355687
647,MACLASS SPECIES,MACLASS,1,3,0.502656,GOOD,1.212406272,0.0907826755,2.412,0.0571374473,0.458928184,176.30151293,NO,NO,2.60147,3.161428176,0.8,DECIDUOUS,1.0321312627
652,MACLASS SPECIES,MACLASS,1,3,0.636174,GOOD,1.0882951193,0.0814894684,1.7106878296,0.0714218091,0.1717023584,176.30151293,NO,NO,1.7086150442,3.0714283965,1,DECIDUOUS,0.486248335
650,MACLASS SPECIES,MACLASS,7,2.9,0.7854,GOOD,2.5276386504,0.1892647742,3.2182819587,6.5740174826,2.2086362965,8638.7741335,NO,NO,7.8997022472,2.9906899865,1,DECIDUOUS,17.565307558
651,MACLASS SPECIES,MACLASS,7,2.6,0.384846,GOOD,1.0091985662,0.075566869,2.6223439148,6.5301215319,2.198357068,8638.7741335,NO,NO,7.8997022472,2.6906899865,1,DECIDUOUS,17.4569572
649,MACLASS SPECIES,MACLASS,7,2.9,0.384846,GOOD,1.3422589357,0.1005057959,3.4877819587,6.5740174826,2.2086362965,8638.7741335,NO,NO,7.8997022472,2.9906899865,1,DECIDUOUS,17.565307558
654,MACLASS SPECIES,MACLASS,5,2.6,0.125664,GOOD,0.2149718754,0.0160966851,1.7106878296,2.9362185573,1.0917519933,4407.5378232,NO,NO,5.7086150442,2.6714283965,1,DECIDUOUS,8.0559411012
922,MACLASS SPECIES,MACLASS,8,4,12.5664,GOOD,22.213946587,1.6633380661,1.7677255687,9.2326485739,2.6749729143,1880.5494712,NO,NO,8.8997022472,4.0906899865,1,DECIDUOUS,23.815242976
918,MACLASS SPECIES,MACLASS,14,7,19.635,GOOD,55.301478473,4.1408695161,2.8164745848,29.109446024,8.5913932,8033.9982355,NO,NO,15.60147,7.161428176,0.8,DECIDUOUS,75.401678448
928,MACLASS SPECIES,MACLASS,40,10,63.6174,GOOD,283.92684357,21.259901974,4.463037527,364.52371374,36.352322732,35285.478901,NO,NO,41.60147,10.161428176,0.8,DECIDUOUS,801.75207295
948,MACLASS SPECIES,MACLASS,5.7445626465,3.6,12.5664,GOOD,28.431764168,2.1289164193,2.2625226133,4.1827981457,1.3316273632,5817.9499266,NO,NO,6.4531776908,3.6714283965,1,DECIDUOUS,11.028851018
996,MACLASS SPECIES,MACLASS,3,3,3.1416,GOOD,5.7218042819,0.4284378209,1.8213026107,0.8937958189,0.7635110597,1586.7136164,NO,NO,3.8997022472,3.0906899865,1,DECIDUOUS,3.3146137572
999,MACLASS SPECIES,MACLASS,5,3.5,2.010624,GOOD,4.5875648966,0.3435081332,2.2816622584,3.0080110655,1.4453554555,4407.5378232,NO,NO,5.8997022472,3.5906899865,1,DECIDUOUS,8.906733042
1004,MACLASS SPECIES,MACLASS,5,3.5,2.010624,GOOD,4.5875648966,0.3435081332,2.2816622584,3.0080110655,1.4453554555,4407.5378232,NO,NO,5.8997022472,3.5906899865,1,DECIDUOUS,8.906733042
1007,MACLASS SPECIES,MACLASS,5,3.5,2.010624,GOOD,4.5875648966,0.3435081332,2.2816622584,3.0080110655,1.4453554555,4407.5378232,NO,NO,5.8997022472,3.5906899865,1,DECIDUOUS,8.906733042
1024,MACLASS SPECIES,MACLASS,14.142135624,4.5,1.76715,GOOD,3.7751250347,0.2826741817,2.1362787736,36.092421013,5.7778120807,48669.826689,NO,NO,15.041837871,4.5906899865,1,DECIDUOUS,83.740466188
1025,MACLASS SPECIES,MACLASS,11,4.5,1.76715,GOOD,3.7751250347,0.2826741817,2.1362787736,19.833275043,4.1121418259,21332.483064,NO,NO,11.899702247,4.5906899865,1,DECIDUOUS,47.890833738
1041,MACLASS SPECIES,MACLASS,25,6.1,31.172526,GOOD,108.86501034,8.1516048965,3.4923384247,114.81576211,18.618606245,81804.19775,YES,NO,26.60147,6.261428176,0.8,DECIDUOUS,266.86873671
1084,MACLASS SPECIES,MACLASS,20,5,7.0686,GOOD,11.885970245,0.889998843,1.6815168838,83.178522528,9.3379885106,71961.690506,NO,NO,20.899702247,5.0906899865,1,DECIDUOUS,185.03302208
1085,MACLASS SPECIES,MACLASS,5,3,0.7854,GOOD,1.0127480313,0.0758326462,1.289467827,2.9684339707,1.4320716497,4407.5378232,NO,NO,5.8997022472,3.0906899865,1,DECIDUOUS,8.8010112408
870,ME8 MEAZ,MEAZ,4.9244289009,4,4.154766,GOOD,4.8147632339,0.3605203125,1.1588530459,2.9399688948,1.0989746396,4275.3116885,NO,NO,5.6330439451,4.0714283965,1,DECIDUOUS,8.0778870687
1048,ME8 MEAZ,MEAZ,3,2,0.125664,GOOD,0.585091584,0.0438105449,4.656,0.6884935784,1.2163385336,264.45226939,YES,NO,4.60147,2.161428176,0.8,DECIDUOUS,3.809664224
527,MO MOAL,MOAL,4,2,1.327326,GOOD,3.1103813051,0.2275219336,2.3433439148,1.6992258985,1.0589946172,2820.8242069,NO,NO,4.8997022472,2.0906899865,1,DECIDUOUS,5.5164410314
786,MO MOAL,MOAL,15,5.9,10.178784,GOOD,32.120703594,2.3496040751,3.1556523445,42.282630272,6.3406895213,64476.637083,YES,NO,15.899702247,5.9906899865,1,DECIDUOUS,97.246639587
696,MY5 MYHA,MYHA,33.600595233,6,13.202574,GOOD,45.943602365,3.4401695533,3.4798973568,233.37696651,27.988404554,156860.53412,NO,NO,35.202065233,6.161428176,0.8,DECIDUOUS,522.73074212
867,MY5 MYHA,MYHA,23,6,8.553006,GOOD,20.531331041,1.5373470146,2.4004813093,117.42386111,8.9357593384,86984.942668,NO,NO,23.708615044,6.0714283965,1,DECIDUOUS,252.71924089
869,MY5 MYHA,MYHA,23.430749028,6,7.0686,GOOD,17.943217021,1.3435539597,2.5384400052,122.75952421,9.1695115935,89314.12905,NO,NO,24.139364072,6.0714283965,1,DECIDUOUS,263.8580716
950,MY5 MYHA,MYHA,18,6,12.5664,GOOD,26.253285171,1.9657960558,2.0891651683,65.359430181,8.1396313216,63110.782256,YES,NO,18.899702247,6.0906899865,1,DECIDUOUS,146.99812301
101,MY9 MYCO,MYCO,7,2.9,0.282744,GOOD,0.9322925294,0.0698082912,3.2973026107,6.6089216282,2.2086362965,8638.7741335,NO,NO,7.8997022472,2.9906899865,1,EVERGREEN,17.635115849
59,NA2 NADO,NADO,2.9154759474,2,1.327326,GOOD,1.892766876,0.1417267833,1.426,0.7144920401,1.179226333,1498.5628599,NO,NO,4.5169459474,2.161428176,0.8,EVERGREEN,3.7874367462
69,NA2 NADO,NADO,1.7320508076,2,0.282744,GOOD,0.3276587456,0.0245344636,1.1588530459,0.2496164989,0.2938719316,528.90453879,NO,NO,2.4406658518,2.0714283965,1,EVERGREEN,1.086976861
60,NA2 NADO,NADO,2.0615528128,2,0.19635,GOOD,0.4114288877,0.0308070125,2.0953852189,0.3718670007,0.4811821932,749.28142995,NO,NO,2.96125506,2.0906899865,1,EVERGREEN,1.7060983876
61,NA2 NADO,NADO,2,2.3,0.282744,GOOD,0.5924575983,0.044362098,2.0953852189,0.3592081133,0.4696784094,705.20605172,NO,NO,2.8997022472,2.3906899865,1,EVERGREEN,1.6577730455
71,NA2 NADO,NADO,3,2,0.070686,GOOD,0.0819146864,0.0061336159,1.1588530459,0.8636837809,0.563367645,1586.7136164,NO,NO,3.7086150442,2.0714283965,1,EVERGREEN,2.8541028519
72,NA2 NADO,NADO,1.4142135624,2,0.070686,GOOD,0.0819146864,0.0061336159,1.1588530459,0.1512258509,0.2349226944,352.60302586,NO,NO,2.1228286066,2.0714283965,1,EVERGREEN,0.7722970905
73,NA2 NADO,NADO,1,2,0.070686,GOOD,0.0624111896,0.0046732312,0.882935654,0.0689374238,0.1642351689,176.30151293,NO,NO,1.7086150442,2.0714283965,1,EVERGREEN,0.4663451853
74,NA2 NADO,NADO,2,2.2,0.031416,GOOD,0.0624111896,0.0046732312,1.9866052215,0.3377182657,0.3487669766,705.20605172,NO,NO,2.7086150442,2.2714283965,1,EVERGREEN,1.3729704846
75,NA2 NADO,NADO,2,2.2,0.031416,GOOD,0.0624111896,0.0046732312,1.9866052215,0.3377182657,0.3487669766,705.20605172,NO,NO,2.7086150442,2.2714283965,1,EVERGREEN,1.3729704846
76,NA2 NADO,NADO,3,2.2,0.031416,GOOD,0.0624111896,0.0046732312,1.9866052215,0.869723429,0.5663936063,1586.7136164,NO,NO,3.7086150442,2.2714283965,1,EVERGREEN,2.8722340706
77,NA2 NADO,NADO,3,2.2,0.031416,GOOD,0.0624111896,0.0046732312,1.9866052215,0.869723429,0.5663936063,1586.7136164,NO,NO,3.7086150442,2.2714283965,1,EVERGREEN,2.8722340706
78,NA2 NADO,NADO,3,2.2,0.031416,GOOD,0.0624111896,0.0046732312,1.9866052215,0.869723429,0.5663936063,1586.7136164,NO,NO,3.7086150442,2.2714283965,1,EVERGREEN,2.8722340706
79,NA2 NADO,NADO,3,2.2,0.031416,GOOD,0.0624111896,0.0046732312,1.9866052215,0.869723429,0.5663936063,1586.7136164,NO,NO,3.7086150442,2.2714283965,1,EVERGREEN,2.8722340706
80,NA2 NADO,NADO,3,2.2,0.031416,GOOD,0.0624111896,0.0046732312,1.9866052215,0.869723429,0.5663936063,1586.7136164,NO,NO,3.7086150442,2.2714283965,1,EVERGREEN,2.8722340706
81,NA2 NADO,NADO,3,2.2,0.031416,GOOD,0.0624111896,0.0046732312,1.9866052215,0.869723429,0.5663936063,1586.7136164,NO,NO,3.7086150442,2.2714283965,1,EVERGREEN,2.8722340706
82,NA2 NADO,NADO,2,2.2,0.031416,GOOD,0.0624111896,0.0046732312,1.9866052215,0.3377182657,0.3487669766,705.20605172,NO,NO,2.7086150442,2.2714283965,1,EVERGREEN,1.3729704846
83,NA2 NADO,NADO,2,2.2,0.031416,GOOD,0.0624111896,0.0046732312,1.9866052215,0.3377182657,0.3487669766,705.20605172,NO,NO,2.7086150442,2.2714283965,1,EVERGREEN,1.3729704846
84,NA2 NADO,NADO,2,2.2,0.031416,GOOD,0.0624111896,0.0046732312,1.9866052215,0.3377182657,0.3487669766,705.20605172,NO,NO,2.7086150442,2.2714283965,1,EVERGREEN,1.3729704846
85,NA2 NADO,NADO,2,2.2,0.031416,GOOD,0.0624111896,0.0046732312,1.9866052215,0.3377182657,0.3487669766,705.20605172,NO,NO,2.7086150442,2.2714283965,1,EVERGREEN,1.3729704846
86,NA2 NADO,NADO,1.5,2.2,0.031416,GOOD,0.0624111896,0.0046732312,1.9866052215,0.1741911655,0.2523826497,396.67840409,NO,NO,2.2086150442,2.2714283965,1,EVERGREEN,0.8531476304
98,NA2 NADO,NADO,2.4494897428,2.3,0.384846,GOOD,1.198503059,0.0897416293,3.1142406546,0.5860003391,0.5909468398,1057.8090776,NO,NO,3.34919199,2.3906899865,1,EVERGREEN,2.3538943578
94,NA2 NADO,NADO,4.472135955,3,1.76715,GOOD,5.3383190486,0.399723176,3.0208635648,2.0249255897,1.9524783467,3526.0302586,NO,NO,6.073605955,3.161428176,0.8,EVERGREEN,7.954807873
99,NA2 NADO,NADO,4.1231056256,3,1.130976,GOOD,4.8497185101,0.3631376971,4.2880826031,1.6887480063,1.7765339015,2997.1257198,NO,NO,5.7245756256,3.161428176,0.8,EVERGREEN,6.9305638155
107,NA2 NADO,NADO,4,2.2,0.636174,GOOD,1.9373423431,0.1450645095,3.0453026107,1.7829955684,1.0637503667,2820.8242069,NO,NO,4.8997022472,2.2906899865,1,EVERGREEN,5.6934918702
113,NA2 NADO,NADO,2.6457513111,3,0.636174,GOOD,2.2064176685,0.1652123581,3.4682613067,0.7493216562,0.6587392525,1234.1105905,NO,NO,3.5454535583,3.0906899865,1,EVERGREEN,2.8161218173
114,NA2 NADO,NADO,2.6457513111,2.8,0.502656,GOOD,1.6563932482,0.1240275757,3.2952819587,0.7235088582,0.6552479082,1234.1105905,NO,NO,3.5454535583,2.8906899865,1,EVERGREEN,2.7575135329
112,NA2 NADO,NADO,2.6457513111,2.6,0.282744,GOOD,0.5617007067,0.0420590805,1.9866052215,0.6772592868,0.4912824638,1234.1105905,NO,NO,3.3543663553,2.6714283965,1,EVERGREEN,2.3370835013
135,NA2 NADO,NADO,4,2.4,0.502656,GOOD,1.8715092545,0.1401350531,3.7232406546,1.7916477794,1.0684634598,2820.8242069,NO,NO,4.8997022472,2.4906899865,1,EVERGREEN,5.7202224784
157,NA2 NADO,NADO,3.6055512755,2.3,0.384846,GOOD,1.3913029571,0.104178119,3.6152200026,1.3948778728,0.9375505243,2291.9196681,NO,NO,4.5052535227,2.3906899865,1,EVERGREEN,4.6648567941
181,NA2 NADO,NADO,2.8284271247,2.5,1.327326,GOOD,4.5125914121,0.3378942613,3.3997611831,0.9331556869,0.7030295117,1763.0151293,NO,NO,3.7281293719,2.5906899865,1,EVERGREEN,3.2723703971
279,NA2 NADO,NADO,2.6457513111,2.5,0.282744,GOOD,1.39110048,0.1041629579,4.92,0.5749447001,1.0769620418,1234.1105905,NO,NO,4.2472213111,2.661428176,0.8,EVERGREEN,3.3038134839
300,NA2 NADO,NADO,2.6457513111,2.5,1.76715,GOOD,6.2149715648,0.4653652489,3.5169462495,0.7555458457,1.0769620418,1234.1105905,NO,NO,4.2472213111,2.661428176,0.8,EVERGREEN,3.6650157749
346,NA2 NADO,NADO,2.8284271247,2.1,0.636174,GOOD,2.2064176685,0.1652123581,3.4682613067,0.8347392325,0.6955536211,1410.4121034,NO,NO,3.7281293719,2.1906899865,1,EVERGREEN,3.0605857071
348,NA2 NADO,NADO,2.6457513111,2.8,0.384846,GOOD,1.3978612348,0.1046691903,3.6322613067,0.7138296655,0.6552479082,1234.1105905,NO,NO,3.5454535583,2.8906899865,1,EVERGREEN,2.7381551475
349,NA2 NADO,NADO,2.6457513111,2.8,0.384846,GOOD,0.8707227777,0.0651980653,2.2625226133,0.694094103,0.4939897827,1234.1105905,NO,NO,3.3543663553,2.8714283965,1,EVERGREEN,2.3761677714
350,NA2 NADO,NADO,2.6457513111,2.8,0.384846,GOOD,1.3978612348,0.1046691903,3.6322613067,0.7138296655,0.6552479082,1234.1105905,NO,NO,3.5454535583,2.8906899865,1,EVERGREEN,2.7381551475
413,NA2 NADO,NADO,3.8729833462,2.4,1.130976,GOOD,4.4439389541,0.3327536958,3.9292955413,1.7616108599,1.0264785665,2644.5226939,NO,NO,4.7726855934,2.4906899865,1,EVERGREEN,5.5761788528
395,NA2 NADO,NADO,3,2.3,0.502656,GOOD,2.3304134208,0.1744969241,4.6361993506,0.9579921893,0.7501087627,1586.7136164,NO,NO,3.8997022472,2.3906899865,1,EVERGREEN,3.4162019039
406,NA2 NADO,NADO,3,2.7,0.125664,GOOD,0.1629625507,0.0122023258,1.2968117418,0.8901061527,0.5738388571,1586.7136164,NO,NO,3.7086150442,2.7714283965,1,EVERGREEN,2.9278900198
420,NA2 NADO,NADO,2,2.5,1.327326,GOOD,4.3927346347,0.3289196138,3.309461756,0.5047520661,0.4726605897,705.20605172,NO,NO,2.8997022472,2.5906899865,1,EVERGREEN,1.9548253116
467,NA2 NADO,NADO,5.1961524227,2.5,0.502656,GOOD,2.3304134208,0.1744969241,4.6361993506,3.2950757574,1.4901177416,4760.1408491,NO,NO,6.0958546699,2.5906899865,1,EVERGREEN,9.570386998
515,NA2 NADO,NADO,2,2.3,0.19635,GOOD,0.4495045676,0.033658047,2.2893026107,0.3538560878,0.4696784094,705.20605172,NO,NO,2.8997022472,2.3906899865,1,EVERGREEN,1.6470689945
507,NA2 NADO,NADO,2,2.7,0.19635,GOOD,0.8533371,0.0638962589,4.346,0.3067688087,0.8170142071,705.20605172,NO,NO,3.60147,2.861428176,0.8,EVERGREEN,2.2475660317
508,NA2 NADO,NADO,2.8284271247,2.7,0.19635,GOOD,0.4905498277,0.036731438,2.4983439148,0.7885231397,0.7067192633,1410.4121034,NO,NO,3.7281293719,2.7906899865,1,EVERGREEN,2.990484806
509,NA2 NADO,NADO,2.5,2.7,0.19635,GOOD,0.6487917076,0.048580289,3.3042613067,0.6015324284,0.6119161978,1101.8844558,NO,NO,3.3997022472,2.7906899865,1,EVERGREEN,2.4268972523
513,NA2 NADO,NADO,2.8284271247,2,0.070686,GOOD,0.346078656,0.0259137115,4.896,0.6122149732,1.1413694121,1410.4121034,NO,NO,4.4298971247,2.161428176,0.8,EVERGREEN,3.5071687706
524,NA2 NADO,NADO,4.3588989435,2.1,0.7854,GOOD,2.6273682303,0.1967323354,3.3452613067,2.1883585259,1.182247273,3349.7287456,NO,NO,5.2586011907,2.1906899865,1,EVERGREEN,6.7412115977
548,NA2 NADO,NADO,4.3588989435,4,1.130976,GOOD,1.3106349824,0.0981378545,1.1588530459,2.2582073361,0.9408955325,3349.7287456,NO,NO,5.0675139878,4.0714283965,1,EVERGREEN,6.3982057373
562,NA2 NADO,NADO,2.2360679775,2.7,0.636174,GOOD,3.336096456,0.2498005569,5.244,0.4810112362,0.9114443978,881.50756464,NO,NO,3.8375379775,2.861428176,0.8,EVERGREEN,2.7849112681
563,NA2 NADO,NADO,2.6457513111,3,0.384846,GOOD,0.7645370731,0.0572470818,1.9866052215,0.695339018,0.4966763712,1234.1105905,NO,NO,3.3543663553,3.0714283965,1,EVERGREEN,2.3840307784
565,NA2 NADO,NADO,2.8284271247,2.5,0.7854,GOOD,2.5951668303,0.1943211558,3.3042613067,0.8613691342,0.7030295117,1410.4121034,NO,NO,3.7281293719,2.5906899865,1,EVERGREEN,3.1287972917
566,NA2 NADO,NADO,2.8284271247,2.5,0.7854,GOOD,2.5951668303,0.1943211558,3.3042613067,0.8613691342,0.7030295117,1410.4121034,NO,NO,3.7281293719,2.5906899865,1,EVERGREEN,3.1287972917
567,NA2 NADO,NADO,2.8284271247,2.5,0.7854,GOOD,2.5951668303,0.1943211558,3.3042613067,0.8613691342,0.7030295117,1410.4121034,NO,NO,3.7281293719,2.5906899865,1,EVERGREEN,3.1287972917
564,NA2 NADO,NADO,3.1622776602,2.5,0.7854,GOOD,3.45357659,0.2585972458,4.3972200026,1.1222497439,0.803120778,1763.0151293,NO,NO,4.0619799074,2.5906899865,1,EVERGREEN,3.8507410437
572,NA2 NADO,NADO,2.2360679775,2,0.7854,GOOD,2.5307640303,0.1894987967,3.2222613067,0.5259421759,0.527492557,881.50756464,NO,NO,3.1357702247,2.0906899865,1,EVERGREEN,2.106869466
571,NA2 NADO,NADO,2.8284271247,2.3,1.130976,GOOD,2.2998014677,0.1722047593,2.0334661988,0.8443047249,0.6993085562,1410.4121034,NO,NO,3.7281293719,2.3906899865,1,EVERGREEN,3.0872265622
641,NA2 NADO,NADO,2.2360679775,2.6,0.384846,GOOD,1.5083120368,0.1129395363,3.9192613067,0.4996459179,0.537133477,881.50756464,NO,NO,3.1357702247,2.6906899865,1,EVERGREEN,2.07355879
642,NA2 NADO,NADO,3,2.2,0.384846,GOOD,1.5083120368,0.1129395363,3.9192613067,0.9238565815,0.7481618073,1586.7136164,NO,NO,3.8997022472,2.2906899865,1,EVERGREEN,3.3440367777
653,NA2 NADO,NADO,1.4142135624,3.2,0.636174,GOOD,1.1586653671,0.0867586587,1.8213026107,0.2021093228,0.3354400485,352.60302586,NO,NO,2.3139158096,3.2906899865,1,EVERGREEN,1.0750987426
648,NA2 NADO,NADO,1.4142135624,2,0.7854,GOOD,0.5874792,0.043989325,0.748,0.1405218969,0.5829022871,352.60302586,NO,NO,3.0156835624,2.161428176,0.8,EVERGREEN,1.4468483678
661,NA2 NADO,NADO,3.6055512755,2.3,1.130976,GOOD,4.6943612383,0.3515048401,4.1507169367,1.2499834707,1.5020746436,2291.9196681,NO,NO,5.2070212755,2.461428176,0.8,EVERGREEN,5.5041162285
671,NA2 NADO,NADO,2.2360679775,3,1.327326,GOOD,4.7877494251,0.3584975699,3.6070636943,0.6302239742,0.5434245397,881.50756464,NO,NO,3.1357702247,3.0906899865,1,EVERGREEN,2.3472970279
679,NA2 NADO,NADO,1.7320508076,2.1,0.125664,GOOD,0.529799424,0.0396703731,4.216,0.2107488459,0.7006375797,528.90453879,NO,NO,3.3335208076,2.261428176,0.8,EVERGREEN,1.8227728512
693,NA2 NADO,NADO,2.2360679775,2.1,0.282744,GOOD,0.4056727326,0.0303760026,1.4347704377,0.4484052978,0.3960680658,881.50756464,NO,NO,2.9446830217,2.1714283965,1,EVERGREEN,1.6889467273
688,NA2 NADO,NADO,3,2.1,0.282744,GOOD,0.999217296,0.0748194905,3.534,0.7286189947,1.2193424223,1322.261347,NO,NO,4.60147,2.261428176,0.8,EVERGREEN,3.8959228339
689,NA2 NADO,NADO,1.5811388301,2.1,0.282744,GOOD,1.483840512,0.111107155,5.248,0.2100094352,0.6448961887,440.75378232,NO,NO,3.1826088301,2.261428176,0.8,EVERGREEN,1.7098112479
713,NA2 NADO,NADO,3.6055512755,3,0.384846,GOOD,1.1296235728,0.0845840644,2.9352613067,1.4169537479,0.9527081815,2291.9196681,NO,NO,4.5052535227,3.0906899865,1,EVERGREEN,4.7393238589
730,NA2 NADO,NADO,2.8284271247,2.5,0.7854,GOOD,2.3635062705,0.1769748538,3.0093026107,0.8526959831,0.7030295117,1410.4121034,NO,NO,3.7281293719,2.5906899865,1,EVERGREEN,3.1114509896
860,NA2 NADO,NADO,3,2.8,0.384846,GOOD,1.1858269845,0.088792469,3.0813026107,0.9316785796,0.7597191282,1586.7136164,NO,NO,3.8997022472,2.8906899865,1,EVERGREEN,3.3827954157
856,NA2 NADO,NADO,3.3166247904,2,0.950334,GOOD,3.7395701415,0.280011899,3.9350061573,1.2306347051,0.8402977472,1939.3166422,NO,NO,4.2163270375,2.0906899865,1,EVERGREEN,4.1418649047
877,NA2 NADO,NADO,3.4641016151,2,0.7854,GOOD,1.9936907801,0.1492837733,2.5384400052,1.283400776,0.6739866581,2115.6181551,NO,NO,4.1727166594,2.0714283965,1,EVERGREEN,3.9147748684
884,NA2 NADO,NADO,2.6457513111,2.1,1.130976,GOOD,2.7148867492,0.2032855556,2.4004813093,0.7444848532,0.4844118138,1028.4254921,NO,NO,3.3543663553,2.1714283965,1,EVERGREEN,2.457793334
887,NA2 NADO,NADO,3,2.3,0.7854,GOOD,2.4341598303,0.1822652579,3.0992613067,0.9618763562,0.7501087627,1322.261347,NO,NO,3.8997022472,2.3906899865,1,EVERGREEN,3.4239702377
888,NA2 NADO,NADO,3,2.3,0.7854,GOOD,2.2857354504,0.1711515227,2.9102819587,0.9563194886,0.7501087627,1322.261347,NO,NO,3.8997022472,2.3906899865,1,EVERGREEN,3.4128565025
904,NA2 NADO,NADO,1.6583123952,2.5,0.282744,GOOD,0.7027277583,0.0526189178,2.4853852189,0.2467085186,0.3858629868,484.82916055,NO,NO,2.5580146424,2.5906899865,1,EVERGREEN,1.2651430107
970,NA2 NADO,NADO,3.8729833462,2.6,0.7854,GOOD,2.7239724303,0.2039658742,3.4682613067,1.7076158141,1.031050706,2644.5226939,NO,NO,4.7726855934,2.6906899865,1,EVERGREEN,5.4773330401
968,NA2 NADO,NADO,3.8729833462,3,0.7854,GOOD,2.8205766303,0.2111994129,3.5912613067,1.7317554474,1.0400907969,2644.5226939,NO,NO,4.7726855934,3.0906899865,1,EVERGREEN,5.5436924885
969,NA2 NADO,NADO,3.8729833462,3,0.7854,GOOD,2.8205766303,0.2111994129,3.5912613067,1.7317554474,1.0400907969,2644.5226939,NO,NO,4.7726855934,3.0906899865,1,EVERGREEN,5.5436924885
1058,NA2 NADO,NADO,2.4494897428,2,0.7854,GOOD,2.6917710303,0.2015546946,3.4272613067,0.6348180794,0.5858028309,1057.8090776,NO,NO,3.34919199,2.0906899865,1,EVERGREEN,2.4412418205
1059,NA2 NADO,NADO,3.4641016151,2.2,0.7854,GOOD,2.8559034101,0.213844615,3.6362406546,1.3244024369,0.8905219082,2115.6181551,NO,NO,4.3638038623,2.2906899865,1,EVERGREEN,4.4298486901
1064,NA2 NADO,NADO,1.4142135624,3,3.801336,GOOD,8.6006086609,0.6439972168,2.2625226133,0.4790065509,0.2440666012,293.83585488,NO,NO,2.1228286066,3.0714283965,1,EVERGREEN,1.4461463042
1069,NA2 NADO,NADO,2.4494897428,2.3,1.130976,GOOD,2.5588587751,0.1916024777,2.2625226133,0.6369307633,0.4440656265,1057.8090776,NO,NO,3.158104787,2.3714283965,1,EVERGREEN,2.1619927797
